event_type,scan_code,name,time
up,19,r,1770221707.7424352
down,32,d,1770221707.892728
up,32,d,1770221707.9619956
down,18,e,1770221708.0735543
up,18,e,1770221708.11704
down,19,r,1770221708.2104313
up,19,r,1770221708.2677515
down,57,space,1770221708.3141022
up,57,space,1770221708.3599918
down,23,i,1770221708.4353511
up,23,i,1770221708.5013456
down,49,n,1770221708.54792
up,49,n,1770221708.6285303
down,57,space,1770221708.7503905
up,57,space,1770221708.8177414
down,17,w,1770221708.8479638
up,17,w,1770221708.8980708
down,18,e,1770221708.9917827
down,38,l,1770221709.0788093
up,18,e,1770221709.0814636
up,38,l,1770221709.122915
down,38,l,1770221709.2152736
up,38,l,1770221709.2685874
down,57,space,1770221709.3839626
up,57,space,1770221709.4617314
down,24,o,1770221709.5387008
up,24,o,1770221709.6046007
down,19,r,1770221709.6046007
up,19,r,1770221709.6655807
down,57,space,1770221709.7008686
up,57,space,1770221709.7989898
down,18,e,1770221709.802079
up,18,e,1770221709.89629
down,47,v,1770221709.9818988
up,47,v,1770221710.0857375
down,18,e,1770221710.1497874
down,49,n,1770221710.2527862
up,18,e,1770221710.2527862
up,49,n,1770221710.349698
down,57,space,1770221710.4892268
up,57,space,1770221710.5546103
down,24,o,1770221710.6541986
up,24,o,1770221710.7152402
down,49,n,1770221710.794874
up,49,n,1770221710.866404
down,38,l,1770221710.981378
up,38,l,1770221711.0691106
down,21,y,1770221711.235682
up,21,y,1770221711.3305254
down,57,space,1770221711.3921452
up,57,space,1770221711.4755144
down,49,n,1770221711.6695492
up,49,n,1770221711.7344866
down,14,backspace,1770221712.0957649
up,14,backspace,1770221712.1729925
down,23,i,1770221712.3012972
up,23,i,1770221712.414624
down,49,n,1770221712.4440622
up,49,n,1770221712.518319
down,57,space,1770221712.653892
up,57,space,1770221712.7235699
down,31,s,1770221712.8597326
up,31,s,1770221712.9377873
down,24,o,1770221712.9529443
up,24,o,1770221713.0220742
down,50,m,1770221713.102353
up,50,m,1770221713.2195723
down,18,e,1770221713.2722902
up,18,e,1770221713.3436537
down,57,space,1770221713.3895185
up,57,space,1770221713.5065565
down,17,w,1770221713.517798
up,17,w,1770221713.5909195
down,19,r,1770221713.7172778
down,23,i,1770221713.820117
up,19,r,1770221713.8216708
up,23,i,1770221713.91679
down,20,t,1770221714.409974
up,20,t,1770221714.536338
down,18,e,1770221714.8396854
up,18,e,1770221714.941981
down,57,space,1770221715.147185
up,57,space,1770221715.2468915
down,20,t,1770221715.7380316
down,22,u,1770221715.8961823
up,20,t,1770221715.8961823
up,22,u,1770221716.0095484
down,19,r,1770221716.084205
up,19,r,1770221716.1771023
down,49,n,1770221716.2193632
up,49,n,1770221716.306779
down,57,space,1770221716.4640334
up,57,space,1770221716.5595932
down,30,a,1770221716.7907274
up,30,a,1770221716.8875804
down,31,s,1770221716.98075
up,31,s,1770221717.0606935
down,57,space,1770221717.077512
up,57,space,1770221717.1771824
down,25,p,1770221717.3505366
up,25,p,1770221717.4114575
down,22,u,1770221717.585785
up,22,u,1770221717.639587
down,48,b,1770221717.7439992
up,48,b,1770221717.838338
down,38,l,1770221717.9092782
up,38,l,1770221717.9965096
down,23,i,1770221718.1334183
up,23,i,1770221718.2059739
down,46,c,1770221718.2452886
up,46,c,1770221718.3116055
down,57,space,1770221718.409407
up,57,space,1770221718.5074348
down,30,a,1770221719.1277583
up,30,a,1770221719.1970599
down,34,g,1770221719.237146
up,34,g,1770221719.3234577
down,30,a,1770221719.362993
up,30,a,1770221719.4300394
down,49,n,1770221719.6039057
up,49,n,1770221719.6589708
down,14,backspace,1770221720.0183094
up,14,backspace,1770221720.1064734
down,23,i,1770221720.2189548
up,23,i,1770221720.2982626
down,49,n,1770221720.3566437
up,49,n,1770221720.4250154
down,57,space,1770221720.539527
up,57,space,1770221720.5990257
down,32,d,1770221720.6715045
up,32,d,1770221720.6947062
down,24,o,1770221720.7447238
up,24,o,1770221720.8140795
down,17,w,1770221720.9102538
up,17,w,1770221721.0063381
down,49,n,1770221721.0349422
up,49,n,1770221721.098737
down,57,space,1770221721.2481027
up,57,space,1770221721.330058
down,17,w,1770221721.3570552
up,17,w,1770221721.4101546
down,30,a,1770221721.618441
down,21,y,1770221721.695576
up,30,a,1770221721.695576
up,21,y,1770221721.7654772
down,57,space,1770221721.869692
up,57,space,1770221721.93303
down,50,m,1770221722.0490766
up,50,m,1770221722.1164224
down,30,a,1770221722.159831
up,30,a,1770221722.2127602
down,49,n,1770221722.229914
up,49,n,1770221722.2996676
down,57,space,1770221722.4209058
up,57,space,1770221722.4997523
down,20,t,1770221722.5824425
up,20,t,1770221722.696491
down,30,a,1770221722.9134784
up,30,a,1770221723.0011172
down,37,k,1770221723.1221905
up,37,k,1770221723.201203
down,18,e,1770221723.2330904
up,18,e,1770221723.3126607
down,57,space,1770221723.3925004
up,57,space,1770221723.4511135
down,30,a,1770221723.4781349
down,57,space,1770221723.5830545
up,30,a,1770221723.584646
up,57,space,1770221723.6512985
down,23,i,1770221723.7536633
up,23,i,1770221723.8003442
down,33,f,1770221723.8494291
up,33,f,1770221723.9360106
down,57,space,1770221724.1322107
up,57,space,1770221724.201345
down,17,w,1770221724.3998287
up,17,w,1770221724.4516976
down,23,i,1770221724.5085201
up,23,i,1770221724.5724702
down,20,t,1770221724.6590295
down,35,h,1770221724.751791
up,20,t,1770221724.751791
up,35,h,1770221724.8488889
down,57,space,1770221725.0500414
up,57,space,1770221725.1022046
down,46,c,1770221725.299635
down,24,o,1770221725.3831336
up,46,c,1770221725.4057484
up,24,o,1770221725.4638443
down,49,n,1770221725.528131
up,49,n,1770221725.6031494
down,32,d,1770221725.800157
up,32,d,1770221725.8868706
down,23,i,1770221726.216714
up,23,i,1770221726.2875183
down,32,d,1770221726.3922453
up,32,d,1770221726.4708993
down,18,e,1770221726.5906699
up,18,e,1770221726.6515055
down,19,r,1770221726.76221
up,19,r,1770221726.8053594
down,57,space,1770221726.8559878
up,57,space,1770221726.9438164
down,19,r,1770221727.0650253
up,19,r,1770221727.152591
down,18,e,1770221727.399966
up,18,e,1770221727.451882
down,30,a,1770221727.6364202
down,38,l,1770221727.7427523
up,30,a,1770221727.7442865
up,38,l,1770221727.8042035
down,57,space,1770221727.920891
up,57,space,1770221727.9942715
down,23,i,1770221728.0472383
up,23,i,1770221728.11049
down,49,n,1770221728.1560845
up,49,n,1770221728.2379808
down,20,t,1770221728.279096
up,20,t,1770221728.3228571
down,24,o,1770221728.3896258
up,24,o,1770221728.4701476
down,57,space,1770221728.5945907
up,57,space,1770221728.6390245
down,25,p,1770221728.7609024
down,38,l,1770221728.8200347
up,25,p,1770221728.8367085
up,38,l,1770221728.924067
down,30,a,1770221728.9604962
up,30,a,1770221729.0589485
down,49,n,1770221729.1203694
up,49,n,1770221729.1980467
down,57,space,1770221729.3297956
up,57,space,1770221729.4098575
down,34,g,1770221729.6372647
up,34,g,1770221729.741747
down,24,o,1770221729.7857664
up,24,o,1770221729.8377516
down,47,v,1770221730.0450578
up,47,v,1770221730.1414034
down,18,e,1770221730.2485702
up,18,e,1770221730.33772
down,19,r,1770221730.445317
down,49,n,1770221730.541618
up,19,r,1770221730.541618
up,49,n,1770221730.6089044
down,57,space,1770221730.7382498
up,57,space,1770221730.8082829
down,22,u,1770221730.9225326
up,22,u,1770221731.024768
down,31,s,1770221731.0261862
up,31,s,1770221731.0929377
down,18,e,1770221731.1931329
up,18,e,1770221731.2760406
down,57,space,1770221731.3097184
up,57,space,1770221731.3841622
down,33,f,1770221731.4270012
up,33,f,1770221731.4931467
down,24,o,1770221731.5425029
up,24,o,1770221731.6266954
down,19,r,1770221731.6607761
up,19,r,1770221731.7667284
down,50,m,1770221731.790058
up,50,m,1770221731.856631
down,57,space,1770221732.0403736
up,57,space,1770221732.1385193
down,20,t,1770221732.1404214
up,20,t,1770221732.2262645
down,35,h,1770221732.2689865
up,35,h,1770221732.359136
down,30,a,1770221732.4334798
up,30,a,1770221732.5411425
down,20,t,1770221732.563479
up,20,t,1770221732.660983
down,57,space,1770221733.019982
up,57,space,1770221733.1070468
down,33,f,1770221733.1855235
up,33,f,1770221733.2617047
down,30,a,1770221733.501052
up,30,a,1770221733.6125894
down,46,c,1770221733.6334336
up,46,c,1770221733.7050712
down,20,t,1770221733.761006
up,20,t,1770221733.8295946
down,57,space,1770221734.0272138
up,57,space,1770221734.0959804
down,19,r,1770221734.1242716
up,19,r,1770221734.2386847
down,34,g,1770221734.3620307
up,34,g,1770221734.3933215
down,14,backspace,1770221734.6437402
up,14,backspace,1770221734.7135475
down,23,i,1770221734.8628993
down,34,g,1770221734.9237616
up,23,i,1770221734.941271
up,34,g,1770221735.013297
down,35,h,1770221735.0789814
down,20,t,1770221735.1302748
up,35,h,1770221735.1608832
up,20,t,1770221735.2407227
down,57,space,1770221735.302955
up,57,space,1770221735.3606029
down,24,o,1770221735.5699797
up,24,o,1770221735.6472244
down,47,v,1770221735.7130387
up,47,v,1770221735.7875276
down,18,e,1770221735.8750124
up,18,e,1770221735.9316003
down,19,r,1770221736.0171032
down,57,space,1770221736.078293
up,19,r,1770221736.1114762
up,57,space,1770221736.1480699
down,48,b,1770221736.2581422
up,48,b,1770221736.3451498
down,30,a,1770221736.450194
up,30,a,1770221736.5451093
down,46,c,1770221736.637131
down,37,k,1770221736.731761
up,46,c,1770221736.731761
up,37,k,1770221736.8172934
down,57,space,1770221736.926851
up,57,space,1770221737.0145836
down,31,s,1770221737.0707304
up,31,s,1770221737.1801786
down,20,t,1770221737.3044953
up,20,t,1770221737.416943
down,30,a,1770221737.59904
down,49,n,1770221737.710161
up,30,a,1770221737.710161
up,49,n,1770221737.7965224
down,32,d,1770221737.7965224
up,32,d,1770221737.8501613
down,57,space,1770221737.9580822
up,57,space,1770221738.0426898
down,17,w,1770221738.0426898
up,17,w,1770221738.083241
down,18,e,1770221738.1969361
up,18,e,1770221738.2670293
down,38,l,1770221738.2841861
up,38,l,1770221738.3346326
down,38,l,1770221738.439125
up,38,l,1770221738.4936223
down,57,space,1770221738.5973318
up,57,space,1770221738.6851077
down,20,t,1770221738.8085706
down,35,h,1770221738.878906
up,20,t,1770221738.9036746
up,35,h,1770221738.9513378
down,23,i,1770221739.0488684
up,23,i,1770221739.1184533
down,31,s,1770221739.1904256
up,31,s,1770221739.2519307
down,57,space,1770221739.2777126
up,57,space,1770221739.3502147
down,24,o,1770221739.4337742
up,24,o,1770221739.4926586
down,49,n,1770221739.585541
up,49,n,1770221739.6603694
down,18,e,1770221739.7019033
up,18,e,1770221739.7518623
down,57,space,1770221739.8034823
up,57,space,1770221739.8674743
down,24,o,1770221739.9437337
up,24,o,1770221740.0173118
down,38,l,1770221740.146909
up,38,l,1770221740.1992848
down,32,d,1770221740.2223082
up,32,d,1770221740.285983
down,57,space,1770221740.3452325
up,57,space,1770221740.4240582
down,33,f,1770221740.4256327
up,33,f,1770221740.4830272
down,18,e,1770221741.0510037
up,18,e,1770221741.1129885
down,47,v,1770221741.2399943
up,47,v,1770221741.3047202
down,18,e,1770221741.401095
down,38,l,1770221741.4711988
up,18,e,1770221741.5047784
up,38,l,1770221741.537345
down,24,o,1770221741.628586
up,24,o,1770221741.687799
down,25,p,1770221741.822926
up,25,p,1770221741.8913975
down,57,space,1770221742.0179336
up,57,space,1770221742.1221013
down,19,r,1770221742.1221013
down,22,u,1770221742.1882837
up,19,r,1770221742.2211697
up,22,u,1770221742.2882264
down,49,n,1770221742.35318
up,49,n,1770221742.4054058
down,57,space,1770221742.5168383
up,57,space,1770221742.588866
down,48,b,1770221742.685515
up,48,b,1770221742.738898
down,24,o,1770221742.8433106
up,24,o,1770221742.9405828
down,20,t,1770221742.9466636
up,20,t,1770221743.0429826
down,35,h,1770221743.0562317
up,35,h,1770221743.174707
down,57,space,1770221743.260554
up,57,space,1770221743.322429
down,48,b,1770221743.4197052
up,48,b,1770221743.4900346
down,30,a,1770221743.5322745
up,30,a,1770221743.6321867
down,46,c,1770221743.7450776
down,37,k,1770221743.8370845
up,46,c,1770221743.8413043
up,37,k,1770221743.90137
down,57,space,1770221744.000298
up,57,space,1770221744.0702372
down,35,h,1770221744.1949453
up,35,h,1770221744.273869
down,24,o,1770221744.3973181
up,24,o,1770221744.4898427
down,17,w,1770221744.4898427
up,17,w,1770221744.5401468
down,18,e,1770221744.6493516
up,18,e,1770221744.7374947
down,47,v,1770221744.7589114
up,47,v,1770221744.8414702
down,18,e,1770221744.8414702
up,18,e,1770221744.9010487
down,19,r,1770221744.9809291
up,19,r,1770221745.111105
down,23,i,1770221745.196443
up,23,i,1770221745.2978997
down,49,n,1770221745.3718474
up,49,n,1770221745.442934
down,57,space,1770221745.566277
up,57,space,1770221745.6421835
down,17,w,1770221745.6421835
up,17,w,1770221745.7093256
down,24,o,1770221745.7722156
up,24,o,1770221745.8564205
down,19,r,1770221745.8564205
down,37,k,1770221745.9430196
up,19,r,1770221745.954056
up,37,k,1770221746.0094917
down,57,space,1770221746.172497
up,57,space,1770221746.2531404
down,14,backspace,1770221747.0480914
up,14,backspace,1770221747.0939953
down,57,space,1770221747.6491325
up,57,space,1770221747.7110252
down,17,w,1770221747.7914073
up,17,w,1770221747.8744373
down,24,o,1770221747.9456394
up,24,o,1770221748.0283668
down,19,r,1770221748.0623956
up,19,r,1770221748.1607466
down,37,k,1770221748.5359943
up,37,k,1770221748.606082
down,57,space,1770221748.7814689
up,57,space,1770221748.8730016
down,31,s,1770221748.8770056
up,31,s,1770221748.9423158
down,20,t,1770221749.116394
down,23,i,1770221749.1927116
up,20,t,1770221749.2287705
up,23,i,1770221749.2969713
down,38,l,1770221749.4181046
up,38,l,1770221749.4776473
down,38,l,1770221749.556993
up,38,l,1770221749.6095548
down,57,space,1770221749.703469
up,57,space,1770221749.7920532
down,30,a,1770221749.8138185
up,30,a,1770221749.8910592
down,49,n,1770221749.9266665
up,49,n,1770221750.021888
down,32,d,1770221750.0240533
up,32,d,1770221750.0914276
down,57,space,1770221750.1492953
up,57,space,1770221750.2198572
down,17,w,1770221750.2885664
up,17,w,1770221750.3480072
down,35,h,1770221750.36438
up,35,h,1770221750.4445693
down,18,e,1770221750.464544
up,18,e,1770221750.5481951
down,49,n,1770221750.5639708
up,49,n,1770221750.6440644
down,57,space,1770221750.812246
up,57,space,1770221750.8823378
down,35,h,1770221751.005736
up,35,h,1770221751.083777
down,30,a,1770221751.2788649
up,30,a,1770221751.330953
down,47,v,1770221751.358156
up,47,v,1770221751.445163
down,18,e,1770221751.5136948
up,18,e,1770221751.6156597
down,57,space,1770221751.6487455
up,57,space,1770221751.7166052
down,24,o,1770221751.8151991
up,24,o,1770221751.8954213
down,19,r,1770221751.9337883
up,19,r,1770221752.0093668
down,57,space,1770221752.0793424
up,57,space,1770221752.166313
down,49,n,1770221752.3633714
up,49,n,1770221752.4329236
down,24,o,1770221752.5151122
up,24,o,1770221752.6106775
down,20,t,1770221752.6130142
up,20,t,1770221752.696911
down,57,space,1770221752.7170086
up,57,space,1770221752.782637
down,22,u,1770221752.8603349
up,22,u,1770221752.9216201
down,49,n,1770221752.985605
up,49,n,1770221753.0666444
down,32,d,1770221753.0666444
up,32,d,1770221753.1336231
down,18,e,1770221753.2347767
up,18,e,1770221753.302539
down,19,r,1770221753.3503277
down,57,space,1770221753.4471874
up,19,r,1770221753.4502163
up,57,space,1770221753.5002508
down,34,g,1770221753.5681574
up,34,g,1770221753.6645043
down,19,r,1770221753.7526016
down,24,o,1770221753.8053901
up,19,r,1770221753.8380535
up,24,o,1770221753.8811123
down,22,u,1770221754.0027764
up,22,u,1770221754.0517914
down,25,p,1770221754.1999617
up,25,p,1770221754.2510326
down,57,space,1770221754.370653
up,57,space,1770221754.4512436
down,31,s,1770221754.6187193
down,35,h,1770221754.6858447
up,31,s,1770221754.703563
up,35,h,1770221754.7724075
down,24,o,1770221754.9230561
up,24,o,1770221755.0105023
down,17,w,1770221755.1054645
up,17,w,1770221755.152558
down,57,space,1770221755.2178028
up,57,space,1770221755.297279
down,33,f,1770221755.3899658
up,33,f,1770221755.4679782
down,24,o,1770221755.5046656
up,24,o,1770221755.5951648
down,19,r,1770221755.641397
up,19,r,1770221755.7027707
down,57,space,1770221755.7373052
up,57,space,1770221755.8365443
down,20,t,1770221755.966278
up,20,t,1770221756.00346
down,22,u,1770221756.0367925
up,22,u,1770221756.1355689
down,19,r,1770221756.209467
up,19,r,1770221756.2621129
down,49,n,1770221756.2700164
up,49,n,1770221756.3577037
down,57,space,1770221756.4958327
up,57,space,1770221756.5571413
down,31,s,1770221756.8101509
up,31,s,1770221756.8873386
down,18,e,1770221756.9997213
up,18,e,1770221757.0677936
down,20,t,1770221757.2464433
up,20,t,1770221757.3223782
down,57,space,1770221757.4896836
up,57,space,1770221757.5611567
down,18,e,1770221757.8524485
up,18,e,1770221757.912761
down,25,p,1770221757.9429493
up,25,p,1770221758.0170274
down,24,o,1770221758.1293287
up,24,o,1770221758.223726
down,25,p,1770221758.3026676
up,25,p,1770221758.4609811
down,38,l,1770221758.4627616
up,38,l,1770221758.5434444
down,18,e,1770221758.584008
up,18,e,1770221758.6906896
down,57,space,1770221758.760083
up,57,space,1770221758.8262248
down,31,s,1770221758.9374745
up,31,s,1770221759.053381
down,20,t,1770221759.2133565
up,20,t,1770221759.3459086
down,23,i,1770221759.5848558
up,23,i,1770221759.6542578
down,38,l,1770221759.8089318
up,38,l,1770221759.8709273
down,38,l,1770221759.96483
up,38,l,1770221760.00879
down,57,space,1770221760.1910472
up,57,space,1770221760.257918
down,24,o,1770221760.359435
up,24,o,1770221760.453308
down,20,t,1770221760.453827
up,20,t,1770221760.5432339
down,35,h,1770221760.592562
up,35,h,1770221760.6587203
down,18,e,1770221760.8789456
up,18,e,1770221760.9140363
down,19,r,1770221761.0299606
up,19,r,1770221761.1359684
down,14,backspace,1770221761.3833034
up,14,backspace,1770221761.4531627
down,18,e,1770221761.4935431
up,18,e,1770221761.5550992
down,57,space,1770221762.2640226
up,57,space,1770221762.3445392
down,30,a,1770221762.5467536
down,31,s,1770221762.7533295
up,30,a,1770221762.7740161
down,37,k,1770221762.8107958
up,37,k,1770221762.9248188
up,31,s,1770221762.9248188
down,57,space,1770221763.0467746
up,57,space,1770221763.156828
down,20,t,1770221763.1578362
down,22,u,1770221763.2617207
up,20,t,1770221763.270775
up,22,u,1770221763.3449712
down,19,r,1770221763.3911932
down,49,n,1770221763.4949458
up,19,r,1770221763.4949458
up,49,n,1770221763.5561733
down,57,space,1770221763.6934288
up,57,space,1770221763.7448363
down,25,p,1770221763.8770812
up,25,p,1770221763.9462388
down,19,r,1770221763.9462388
up,19,r,1770221764.0067544
down,18,e,1770221764.1078646
up,18,e,1770221764.1774757
down,31,s,1770221764.3120136
up,31,s,1770221764.3462472
down,18,e,1770221764.482218
up,18,e,1770221764.5884614
down,49,n,1770221764.6329358
up,49,n,1770221764.7642558
down,20,t,1770221764.7658653
up,20,t,1770221764.851159
down,57,space,1770221764.908619
up,57,space,1770221764.9799938
down,23,i,1770221765.0549052
up,23,i,1770221765.163604
down,49,n,1770221765.163604
up,49,n,1770221765.2467377
down,46,c,1770221765.2888408
up,46,c,1770221765.3787305
down,19,r,1770221765.478354
up,19,r,1770221765.5804052
down,18,e,1770221765.689481
up,18,e,1770221765.7654288
down,30,a,1770221765.9317915
down,31,s,1770221766.1125145
up,30,a,1770221766.1552978
up,31,s,1770221766.1980956
down,18,e,1770221766.305288
down,57,space,1770221766.4287808
up,18,e,1770221766.4287808
up,57,space,1770221766.5083106
down,46,c,1770221766.8163266
down,24,o,1770221766.9157734
up,46,c,1770221766.9482527
up,24,o,1770221767.0254881
down,49,n,1770221767.0761027
down,47,v,1770221767.1795287
up,49,n,1770221767.1961029
up,47,v,1770221767.2496233
down,23,i,1770221767.8551617
up,23,i,1770221767.9663186
down,31,s,1770221768.037006
up,31,s,1770221768.1513352
down,32,d,1770221768.280425
up,32,d,1770221768.3674202
down,14,backspace,1770221768.5082266
up,14,backspace,1770221768.550735
down,18,e,1770221768.9970076
up,18,e,1770221769.0346837
down,19,r,1770221769.1311839
down,57,space,1770221769.234766
up,19,r,1770221769.234766
up,57,space,1770221769.3449576
down,22,u,1770221769.5272133
up,22,u,1770221769.612603
down,31,s,1770221769.6620517
up,31,s,1770221769.7024896
down,18,e,1770221769.822349
up,18,e,1770221769.8985882
down,57,space,1770221769.95324
up,57,space,1770221770.013906
down,46,c,1770221770.1512196
down,35,h,1770221770.1950774
up,46,c,1770221770.2354524
up,35,h,1770221770.2801893
down,23,i,1770221770.7203164
up,23,i,1770221770.7972896
down,38,l,1770221770.9554434
up,38,l,1770221771.0520234
down,32,d,1770221771.0541568
up,32,d,1770221771.1045089
down,57,space,1770221771.313702
up,57,space,1770221771.3880346
down,17,w,1770221771.4546044
up,17,w,1770221771.5044343
down,24,o,1770221771.5504084
up,24,o,1770221771.631563
down,19,r,1770221771.6905172
down,37,k,1770221771.7062688
up,19,r,1770221771.7407904
up,37,k,1770221771.8044505
down,57,space,1770221771.9852064
up,57,space,1770221772.084359
down,30,a,1770221772.1592205
down,31,s,1770221772.2987669
up,30,a,1770221772.338322
down,57,space,1770221772.4542177
up,31,s,1770221772.4542177
up,57,space,1770221772.5424423
down,37,k,1770221772.8152847
up,37,k,1770221772.9028828
down,49,n,1770221772.9373882
up,49,n,1770221773.036117
down,24,o,1770221773.0795844
up,24,o,1770221773.1744494
down,17,w,1770221773.1818497
down,49,n,1770221773.2857134
up,17,w,1770221773.2873893
up,49,n,1770221773.3402407
down,57,space,1770221773.4944048
up,57,space,1770221773.5391233
down,17,w,1770221773.569327
down,35,h,1770221773.6066988
up,17,w,1770221773.6572683
up,35,h,1770221773.6905074
down,24,o,1770221773.8237956
up,24,o,1770221773.8837523
down,57,space,1770221773.9652004
up,57,space,1770221774.041406
down,25,p,1770221774.198842
up,25,p,1770221774.2536945
down,18,e,1770221774.3207147
down,24,o,1770221774.4165928
up,18,e,1770221774.4165928
up,24,o,1770221774.5333395
down,25,p,1770221774.5786731
up,25,p,1770221774.7050083
down,38,l,1770221774.7302144
up,38,l,1770221774.8175912
down,18,e,1770221774.8510196
up,18,e,1770221774.9415715
down,57,space,1770221775.0005083
up,57,space,1770221775.0577219
down,38,l,1770221775.164206
up,38,l,1770221775.236362
down,23,i,1770221775.3413599
up,23,i,1770221775.3913558
down,37,k,1770221775.5341196
up,37,k,1770221775.6176093
down,18,e,1770221775.6176093
up,18,e,1770221775.6923764
down,57,space,1770221775.7684057
up,57,space,1770221775.8415513
down,50,m,1770221775.9532623
up,50,m,1770221776.0236106
down,22,u,1770221776.156681
up,22,u,1770221776.260719
down,31,s,1770221776.2622895
up,31,s,1770221776.3364637
down,20,t,1770221776.5926003
up,20,t,1770221776.643351
down,57,space,1770221776.9542217
up,57,space,1770221777.0603023
down,18,e,1770221777.0687678
up,18,e,1770221777.1603694
down,30,a,1770221777.356996
up,30,a,1770221777.458429
down,19,r,1770221777.5749924
up,19,r,1770221777.6370857
down,38,l,1770221777.6941676
up,38,l,1770221777.8147037
down,21,y,1770221777.858779
up,21,y,1770221777.9276204
down,57,space,1770221777.9943693
up,57,space,1770221778.0743284
down,35,h,1770221778.175392
up,35,h,1770221778.2441485
down,24,o,1770221778.3806784
up,24,o,1770221778.4459567
down,17,w,1770221778.4783318
up,17,w,1770221778.5291924
down,57,space,1770221778.571612
up,57,space,1770221778.6416821
down,17,w,1770221778.6754494
up,17,w,1770221778.7251232
down,24,o,1770221778.745017
up,24,o,1770221778.81169
down,22,u,1770221778.917791
up,22,u,1770221778.979447
down,38,l,1770221779.133196
up,38,l,1770221779.2039778
down,32,d,1770221779.246211
up,32,d,1770221779.3133028
down,57,space,1770221779.342365
up,57,space,1770221779.4291253
down,31,s,1770221779.4886262
up,31,s,1770221779.5462852
down,30,a,1770221779.837311
up,30,a,1770221779.925956
down,50,m,1770221780.0186875
up,50,m,1770221780.1149986
down,18,e,1770221780.1596262
up,18,e,1770221780.2320638
down,57,space,1770221780.2844641
up,57,space,1770221780.360708
down,37,k,1770221780.5111845
up,37,k,1770221780.5636814
down,49,n,1770221780.6106188
up,49,n,1770221780.6810782
down,24,o,1770221780.730768
up,24,o,1770221780.828208
down,17,w,1770221780.8611338
up,17,w,1770221780.9316347
down,49,n,1770221781.1544201
up,49,n,1770221781.2245798
down,57,space,1770221782.063782
up,57,space,1770221782.1129394
down,30,a,1770221782.1460145
up,30,a,1770221782.2501256
down,38,l,1770221782.2957819
up,38,l,1770221782.3601758
down,38,l,1770221782.4420965
up,38,l,1770221782.494119
down,57,space,1770221782.6254923
up,57,space,1770221782.7010899
down,24,o,1770221782.8383553
up,24,o,1770221782.9006448
down,49,n,1770221782.9795177
up,49,n,1770221783.048519
down,18,e,1770221783.0817785
up,18,e,1770221783.1326213
down,57,space,1770221783.1999474
up,57,space,1770221783.3020287
down,34,g,1770221783.3020287
up,34,g,1770221783.3500712
down,19,r,1770221783.451065
up,19,r,1770221783.4833221
down,18,e,1770221783.6191766
up,18,e,1770221783.6978228
down,30,a,1770221783.8896115
down,20,t,1770221783.9603777
up,30,a,1770221783.9808717
up,20,t,1770221784.0465226
down,57,space,1770221784.1635997
up,57,space,1770221784.2350004
down,31,s,1770221784.3986077
down,35,h,1770221784.4855876
up,31,s,1770221784.504147
up,35,h,1770221784.5691943
down,24,o,1770221784.6862092
up,24,o,1770221784.778271
down,17,w,1770221784.778271
down,57,space,1770221784.8500347
up,17,w,1770221784.852153
up,57,space,1770221784.919169
down,24,o,1770221785.0186734
up,24,o,1770221785.0778444
down,49,n,1770221785.1026578
up,49,n,1770221785.180253
down,38,l,1770221785.3172808
up,38,l,1770221785.405313
down,21,y,1770221785.4457052
up,21,y,1770221785.519259
down,57,space,1770221785.639764
up,57,space,1770221785.719197
down,50,m,1770221785.918955
up,50,m,1770221785.9894528
down,30,a,1770221786.0649686
up,30,a,1770221786.15301
down,49,n,1770221786.1703851
up,49,n,1770221786.2502348
down,57,space,1770221786.3939147
up,57,space,1770221786.4702158
down,17,w,1770221786.4702158
up,17,w,1770221786.5455089
down,24,o,1770221786.617743
up,24,o,1770221786.6839073
down,38,l,1770221786.8641136
up,38,l,1770221786.9218082
down,32,d,1770221787.225888
up,32,d,1770221787.2835174
down,57,space,1770221787.3780584
up,57,space,1770221787.4380674
down,38,l,1770221787.674708
up,38,l,1770221787.738211
down,24,o,1770221787.843831
up,24,o,1770221787.905218
down,49,n,1770221787.9399
up,49,n,1770221788.0317094
down,34,g,1770221788.0859017
up,34,g,1770221788.1480057
down,57,space,1770221788.2753851
up,57,space,1770221788.356028
down,20,t,1770221788.553306
up,20,t,1770221788.665772
down,30,a,1770221788.9887016
up,30,a,1770221789.0965054
down,37,k,1770221789.1734715
up,37,k,1770221789.2502387
down,15,tab,1770221800.7425761
down,28,enter,1770221800.8960695
up,28,enter,1770221800.966385
up,15,tab,1770221801.0220304
down,48,b,1770221801.973265
up,48,b,1770221802.0691383
down,20,t,1770221802.2347085
up,20,t,1770221802.3012547
down,14,backspace,1770221802.6636696
up,14,backspace,1770221802.73337
down,18,e,1770221802.7813492
up,18,e,1770221802.862048
down,20,t,1770221803.009963
up,20,t,1770221803.0887334
down,17,w,1770221803.1521666
up,17,w,1770221803.2060156
down,18,e,1770221803.313485
up,18,e,1770221803.3898826
down,18,e,1770221803.4611661
down,49,n,1770221803.5245025
up,18,e,1770221803.5245025
up,49,n,1770221803.605945
down,57,space,1770221803.720203
up,57,space,1770221803.7894938
down,20,t,1770221803.8667812
down,23,i,1770221803.9695494
up,20,t,1770221803.9695494
up,23,i,1770221804.0421166
down,50,m,1770221804.1301842
up,50,m,1770221804.2191594
down,18,e,1770221804.2443118
up,18,e,1770221804.322871
down,57,space,1770221804.373642
