event_type,scan_code,name,time
up,50,m,1770221333.7553277
down,30,a,1770221333.7952218
up,30,a,1770221333.8833404
down,49,n,1770221333.9014544
up,49,n,1770221333.97072
down,21,y,1770221334.101989
up,21,y,1770221334.1816297
down,57,space,1770221334.3031988
up,57,space,1770221334.3717253
down,33,f,1770221334.844357
up,33,f,1770221334.9568167
down,14,backspace,1770221335.2003548
up,14,backspace,1770221335.2737422
down,24,o,1770221335.4059994
up,24,o,1770221335.5023718
down,33,f,1770221335.5040119
up,33,f,1770221335.573144
down,57,space,1770221335.6029038
up,57,space,1770221335.6649804
down,25,p,1770221335.7889833
up,25,p,1770221335.8678062
down,24,o,1770221335.948722
up,24,o,1770221336.020072
down,31,s,1770221336.0401647
up,31,s,1770221336.1056144
down,31,s,1770221336.193066
up,31,s,1770221336.2575946
down,23,i,1770221336.2871592
up,23,i,1770221336.3573575
down,48,b,1770221336.431152
up,48,b,1770221336.504872
down,38,l,1770221336.5650399
up,38,l,1770221336.6748595
down,18,e,1770221336.6748595
up,18,e,1770221336.77472
down,57,space,1770221336.8141863
up,57,space,1770221336.9022155
down,21,y,1770221337.027666
down,24,o,1770221337.10508
up,21,y,1770221337.1327014
up,24,o,1770221337.1889136
down,22,u,1770221337.31557
up,22,u,1770221337.3841596
down,57,space,1770221337.5274508
up,57,space,1770221337.5923495
down,50,m,1770221337.6893063
up,50,m,1770221337.7649882
down,24,o,1770221337.8071482
up,24,o,1770221337.9008548
down,19,r,1770221337.9008548
up,19,r,1770221337.9589567
down,18,e,1770221338.073014
up,18,e,1770221338.142714
down,57,space,1770221338.2029476
up,57,space,1770221338.2675643
down,35,h,1770221338.3744242
up,35,h,1770221338.4271207
down,18,e,1770221338.476215
up,18,e,1770221338.5260298
down,38,l,1770221338.6473534
up,38,l,1770221338.7132196
down,25,p,1770221338.7932491
up,25,p,1770221338.8599255
down,57,space,1770221338.9625294
up,57,space,1770221339.0437717
down,25,p,1770221339.167325
up,25,p,1770221339.23672
down,14,backspace,1770221339.4608757
up,14,backspace,1770221339.5387676
down,20,t,1770221339.561194
up,20,t,1770221339.6591134
down,37,k,1770221339.8994348
up,37,k,1770221340.0015314
down,14,backspace,1770221340.1900935
down,30,a,1770221340.2386715
up,14,backspace,1770221340.2616334
up,30,a,1770221340.3688228
down,37,k,1770221340.3959174
up,37,k,1770221340.4722688
down,18,e,1770221340.5118282
up,18,e,1770221340.6100163
down,57,space,1770221340.6372597
up,57,space,1770221340.689825
down,25,p,1770221340.7838728
up,25,p,1770221340.8791492
down,38,l,1770221340.8791492
up,38,l,1770221340.9465435
down,30,a,1770221340.9965963
up,30,a,1770221341.1076608
down,21,y,1770221341.1677687
up,21,y,1770221341.2760153
down,57,space,1770221341.4306207
up,57,space,1770221341.4676447
down,34,g,1770221341.4970253
up,34,g,1770221341.5948644
down,18,e,1770221341.7032902
up,18,e,1770221341.763671
down,20,t,1770221341.87795
down,57,space,1770221341.976546
up,20,t,1770221341.976546
up,57,space,1770221342.0482917
down,31,s,1770221342.1351683
up,31,s,1770221342.226886
down,20,t,1770221342.3727467
down,23,i,1770221342.4251401
up,20,t,1770221342.4714274
up,23,i,1770221342.5171068
down,38,l,1770221342.6854904
up,38,l,1770221342.7615345
down,38,l,1770221342.846883
up,38,l,1770221342.8994904
down,57,space,1770221343.0099075
up,57,space,1770221343.0910518
down,32,d,1770221343.0941172
up,32,d,1770221343.1641653
down,30,a,1770221343.2682736
down,21,y,1770221343.3487303
up,30,a,1770221343.3716314
up,21,y,1770221343.426198
down,57,space,1770221343.5601366
up,57,space,1770221343.6324341
down,20,t,1770221343.6324341
down,22,u,1770221343.7354386
up,20,t,1770221343.7354386
up,22,u,1770221343.8087883
down,19,r,1770221343.863617
down,49,n,1770221343.965914
up,19,r,1770221343.965914
up,49,n,1770221344.0292091
down,57,space,1770221344.1457694
up,57,space,1770221344.225323
down,31,s,1770221344.2744324
up,31,s,1770221344.3715765
down,15,tab,1770221348.2414503
down,28,enter,1770221348.5139759
up,28,enter,1770221348.5673482
up,15,tab,1770221348.768008
down,20,t,1770221349.762796
up,20,t,1770221349.8451612
down,24,o,1770221349.8886766
up,24,o,1770221349.952209
down,24,o,1770221350.0626404
up,24,o,1770221350.1159275
down,57,space,1770221350.2742407
up,57,space,1770221350.3390067
down,25,p,1770221350.5152273
up,25,p,1770221350.5729113
down,24,o,1770221350.7018445
up,24,o,1770221350.7717125
down,23,i,1770221350.904276
up,23,i,1770221350.99892
down,49,n,1770221351.0626316
up,49,n,1770221351.124137
down,20,t,1770221351.1968193
up,20,t,1770221351.293067
down,57,space,1770221351.3324583
up,57,space,1770221351.4052048
down,50,m,1770221351.5192046
up,50,m,1770221351.5739713
down,23,i,1770221351.6404474
up,23,i,1770221351.7253888
down,34,g,1770221351.7253888
up,34,g,1770221351.8413713
down,35,h,1770221351.8669257
up,35,h,1770221351.9877381
down,20,t,1770221351.9888697
up,20,t,1770221352.0847178
down,57,space,1770221352.1196878
up,57,space,1770221352.1923966
down,38,l,1770221352.4667444
up,38,l,1770221352.554994
down,30,a,1770221352.603146
up,30,a,1770221352.7340472
down,19,r,1770221352.8140194
down,34,g,1770221352.9090903
up,19,r,1770221352.9223573
up,34,g,1770221353.0140393
down,18,e,1770221353.0799274
up,18,e,1770221353.1257827
down,57,space,1770221353.1561928
up,57,space,1770221353.2432754
down,20,t,1770221353.3159304
up,20,t,1770221353.392006
down,18,e,1770221353.5198085
down,38,l,1770221353.587429
up,18,e,1770221353.589438
up,38,l,1770221353.6267362
down,38,l,1770221353.7072647
up,38,l,1770221353.7681084
down,57,space,1770221353.867472
up,57,space,1770221353.9370687
down,25,p,1770221354.0485868
up,25,p,1770221354.1097786
down,24,o,1770221354.2144005
up,24,o,1770221354.2773142
down,23,i,1770221354.3862078
up,23,i,1770221354.4561596
down,49,n,1770221354.5099144
up,49,n,1770221354.5774615
down,20,t,1770221354.5904908
up,20,t,1770221354.691021
down,57,space,1770221354.7117338
up,57,space,1770221354.7613282
down,49,n,1770221354.853398
up,49,n,1770221354.927925
down,18,e,1770221354.927925
up,18,e,1770221354.9829166
down,18,e,1770221355.0726411
up,18,e,1770221355.1245596
down,32,d,1770221355.276114
down,57,space,1770221355.378483
up,32,d,1770221355.378483
up,57,space,1770221355.4457366
down,23,i,1770221355.5716004
up,23,i,1770221355.6117084
down,49,n,1770221355.6599116
up,49,n,1770221355.7288492
down,57,space,1770221355.8453662
up,57,space,1770221355.8955064
down,24,o,1770221355.9829593
down,19,r,1770221356.0463028
up,24,o,1770221356.0642881
up,19,r,1770221356.125571
down,32,d,1770221356.2606187
up,32,d,1770221356.3184426
down,18,e,1770221356.4044821
up,18,e,1770221356.4788277
down,19,r,1770221356.5469415
down,57,space,1770221356.631815
up,19,r,1770221356.651409
up,57,space,1770221356.7079213
down,25,p,1770221356.84437
up,25,p,1770221356.913655
down,24,o,1770221357.0307584
up,24,o,1770221357.0934038
down,23,i,1770221357.1951442
up,23,i,1770221357.263804
down,49,n,1770221357.3273
up,49,n,1770221357.4401715
down,20,t,1770221357.4401715
up,20,t,1770221357.527285
down,57,space,1770221357.6114914
up,57,space,1770221357.6559753
down,23,i,1770221357.740772
up,23,i,1770221357.7972994
down,49,n,1770221357.8492277
up,49,n,1770221357.9110475
down,46,c,1770221358.045431
up,46,c,1770221358.1430626
down,19,r,1770221358.2663205
up,19,r,1770221358.3614008
down,18,e,1770221358.4729788
up,18,e,1770221358.5321405
down,30,a,1770221358.765717
down,31,s,1770221358.9702353
up,30,a,1770221358.9702353
up,31,s,1770221359.0751247
down,18,e,1770221359.1754475
up,18,e,1770221359.2718923
down,57,space,1770221359.3293974
up,57,space,1770221359.3830733
down,30,a,1770221359.5747478
down,49,n,1770221359.6157942
up,30,a,1770221359.669763
up,49,n,1770221359.6998734
down,24,o,1770221359.7772453
up,24,o,1770221359.8804042
down,20,t,1770221359.8804042
up,20,t,1770221359.975889
down,35,h,1770221359.9999819
up,35,h,1770221360.1002457
down,18,e,1770221360.1101627
up,18,e,1770221360.1846485
down,19,r,1770221360.289741
up,19,r,1770221360.41353
down,57,space,1770221360.4485562
up,57,space,1770221360.5307975
down,25,p,1770221360.7526085
up,25,p,1770221360.8307436
down,30,a,1770221360.9817114
up,30,a,1770221361.0682611
down,19,r,1770221361.2291827
up,19,r,1770221361.3030217
down,20,t,1770221361.4158223
down,57,space,1770221361.5315323
up,20,t,1770221361.5315323
up,57,space,1770221361.5851486
down,50,m,1770221361.7003007
up,50,m,1770221361.7683954
down,23,i,1770221361.8220587
up,23,i,1770221361.883818
down,34,g,1770221361.9433937
up,34,g,1770221362.032943
down,35,h,1770221362.1920862
up,35,h,1770221362.302271
down,20,t,1770221362.3749986
up,20,t,1770221362.46255
down,57,space,1770221362.5326054
up,57,space,1770221362.5993779
down,25,p,1770221362.7519376
up,25,p,1770221362.81207
down,18,e,1770221362.8497846
up,18,e,1770221362.9199355
down,24,o,1770221362.949754
up,24,o,1770221363.0630522
down,25,p,1770221363.112509
up,25,p,1770221363.2706134
down,38,l,1770221363.2706134
up,38,l,1770221363.3546047
down,18,e,1770221363.3556736
up,18,e,1770221363.4155054
down,57,space,1770221363.4837003
up,57,space,1770221363.53751
down,24,o,1770221363.6172545
up,24,o,1770221363.66821
down,17,w,1770221363.74773
down,49,n,1770221363.8176692
up,17,w,1770221363.8176692
up,49,n,1770221363.884258
down,57,space,1770221364.0438766
up,57,space,1770221364.1050715
down,34,g,1770221364.1739595
up,34,g,1770221364.2378016
down,18,e,1770221364.350475
up,18,e,1770221364.4380908
down,20,t,1770221364.5713549
up,20,t,1770221364.688832
down,57,space,1770221365.1990309
up,57,space,1770221365.2690856
down,30,a,1770221365.6799302
up,30,a,1770221365.7664056
down,14,backspace,1770221366.021214
up,14,backspace,1770221366.0868046
down,35,h,1770221366.3049977
up,35,h,1770221366.4082131
down,30,a,1770221366.4082131
up,30,a,1770221366.4976907
down,47,v,1770221366.5423155
up,47,v,1770221366.6076612
down,18,e,1770221366.6536791
up,18,e,1770221366.7241225
down,57,space,1770221366.7920728
up,57,space,1770221366.874826
down,30,a,1770221366.8996077
down,49,n,1770221367.0012548
up,30,a,1770221367.0012548
up,49,n,1770221367.0751133
down,32,d,1770221367.1185439
up,32,d,1770221367.1585906
down,57,space,1770221367.2212963
up,57,space,1770221367.292454
down,34,g,1770221367.4559972
down,24,o,1770221367.5384462
up,34,g,1770221367.5425384
up,24,o,1770221367.6057744
down,24,o,1770221367.674382
up,24,o,1770221367.7423825
down,32,d,1770221367.8056161
up,32,d,1770221367.8500865
down,57,space,1770221367.878554
up,57,space,1770221367.9423199
down,38,l,1770221368.0266187
up,38,l,1770221368.09347
down,30,a,1770221368.1197696
up,30,a,1770221368.175968
down,19,r,1770221368.2996497
up,19,r,1770221368.3759646
down,34,g,1770221368.4100895
up,34,g,1770221368.5098648
down,18,e,1770221368.5767608
up,18,e,1770221368.6103508
down,57,space,1770221368.6762571
up,57,space,1770221368.7452242
down,30,a,1770221368.7913997
up,30,a,1770221368.843598
down,57,space,1770221368.875935
up,57,space,1770221368.951736
down,18,e,1770221369.0575128
up,18,e,1770221369.1208763
down,21,y,1770221369.1437218
up,21,y,1770221369.2265503
down,18,e,1770221369.277472
up,18,e,1770221369.326985
down,57,space,1770221369.4316897
up,57,space,1770221369.5169399
down,38,l,1770221369.707966
up,38,l,1770221369.759561
down,24,o,1770221369.8689704
up,24,o,1770221369.9196851
down,24,o,1770221370.0179956
up,24,o,1770221370.0715346
down,37,k,1770221370.0955365
up,37,k,1770221370.157782
down,57,space,1770221370.292491
up,57,space,1770221370.3796365
down,33,f,1770221370.3811798
up,33,f,1770221370.4457266
down,30,a,1770221370.6223457
up,30,a,1770221370.7284334
down,46,c,1770221370.7451096
up,46,c,1770221370.8234582
down,18,e,1770221370.895691
up,18,e,1770221370.9460573
down,57,space,1770221371.0308082
up,57,space,1770221371.0952125
down,46,c,1770221371.1680954
down,24,o,1770221371.2461658
up,46,c,1770221371.276665
up,24,o,1770221371.3767338
down,50,m,1770221371.4124568
up,50,m,1770221371.481201
down,18,e,1770221371.5637195
up,18,e,1770221371.6466022
down,57,space,1770221371.7003734
up,57,space,1770221371.7690892
down,34,g,1770221371.8470123
up,34,g,1770221371.9296615
down,19,r,1770221372.0166392
down,24,o,1770221372.0959895
up,19,r,1770221372.1384296
up,24,o,1770221372.1908627
down,22,u,1770221372.3187137
up,22,u,1770221372.3890762
down,25,p,1770221372.5523236
up,25,p,1770221372.6141586
down,57,space,1770221372.7532132
up,57,space,1770221372.824599
down,38,l,1770221372.9132643
up,38,l,1770221373.0137477
down,30,a,1770221373.0137477
down,31,s,1770221373.1575668
up,30,a,1770221373.199167
up,31,s,1770221373.2816541
down,20,t,1770221373.4211643
down,57,space,1770221373.564696
up,20,t,1770221373.564696
up,57,space,1770221373.6032767
down,48,b,1770221373.7247832
up,48,b,1770221373.7956445
down,24,o,1770221373.8817425
up,24,o,1770221373.9494796
down,20,t,1770221373.984197
up,20,t,1770221374.0459008
down,35,h,1770221374.090493
up,35,h,1770221374.183109
down,57,space,1770221374.3192384
up,57,space,1770221374.416433
down,20,t,1770221374.416433
down,35,h,1770221374.5099554
up,20,t,1770221374.5119646
up,35,h,1770221374.5703874
down,18,e,1770221374.6476107
down,57,space,1770221374.7463744
up,18,e,1770221374.7469182
up,57,space,1770221374.8002255
down,23,i,1770221374.885028
up,23,i,1770221374.9496355
down,49,n,1770221375.0019104
up,49,n,1770221375.0631585
down,20,t,1770221375.0995486
down,24,o,1770221375.2136576
up,20,t,1770221375.2136576
up,24,o,1770221375.2846284
down,57,space,1770221375.418499
up,57,space,1770221375.5111094
down,20,t,1770221375.5138159
down,35,h,1770221375.5836327
up,20,t,1770221375.5836327
up,35,h,1770221375.651232
down,18,e,1770221375.7158377
down,21,y,1770221375.7853923
up,18,e,1770221375.7853923
up,21,y,1770221375.8642364
down,57,space,1770221375.9936259
up,57,space,1770221376.0612211
down,32,d,1770221376.1811984
up,32,d,1770221376.275956
down,24,o,1770221376.3628883
up,24,o,1770221376.4420946
down,57,space,1770221376.5887597
up,57,space,1770221376.6558845
down,24,o,1770221376.7680762
up,24,o,1770221376.8381684
down,22,u,1770221376.9488711
up,22,u,1770221377.0093348
down,57,space,1770221377.2336187
up,57,space,1770221377.2860632
down,14,backspace,1770221377.5365837
down,20,t,1770221377.585814
up,14,backspace,1770221377.6011803
up,20,t,1770221377.6873112
down,57,space,1770221377.7871802
up,57,space,1770221377.836331
down,38,l,1770221378.0745528
up,38,l,1770221378.119811
down,24,o,1770221378.2766254
up,24,o,1770221378.3368855
down,24,o,1770221378.4351792
up,24,o,1770221378.4873927
down,37,k,1770221378.5213788
up,37,k,1770221378.592662
down,57,space,1770221378.7226887
up,57,space,1770221378.783776
down,23,i,1770221378.86395
up,23,i,1770221378.9174607
down,33,f,1770221378.9174607
up,33,f,1770221379.0148234
down,57,space,1770221379.0746222
up,57,space,1770221379.1589434
down,48,b,1770221379.2856257
up,48,b,1770221379.3545895
down,18,e,1770221379.7478862
up,18,e,1770221379.855274
down,50,m,1770221668.8986125
up,50,m,1770221669.0175562
down,24,o,1770221669.3544364
up,24,o,1770221669.4601512
down,31,s,1770221669.605664
up,31,s,1770221669.7216468
down,20,t,1770221669.979854
up,20,t,1770221670.0352395
down,57,space,1770221670.0759544
up,57,space,1770221670.1386082
down,17,w,1770221670.3022394
up,17,w,1770221670.4085877
down,24,o,1770221670.436145
up,24,o,1770221670.5296786
down,19,r,1770221670.562124
up,19,r,1770221670.6699858
down,38,l,1770221670.716337
up,38,l,1770221670.7860165
down,32,d,1770221670.8486001
down,57,space,1770221670.9601603
up,32,d,1770221670.9601603
up,57,space,1770221671.0362675
down,24,o,1770221671.1325953
up,24,o,1770221671.220337
down,17,w,1770221671.3232014
up,17,w,1770221671.4394312
down,49,n,1770221671.4761918
up,49,n,1770221671.561446
down,57,space,1770221671.7971165
up,57,space,1770221671.8768022
down,38,l,1770221671.9908466
up,38,l,1770221672.0609746
down,30,a,1770221672.1034956
up,30,a,1770221672.2087936
down,19,r,1770221672.3006656
up,19,r,1770221672.3617222
down,34,g,1770221672.4654238
up,34,g,1770221672.5778515
down,18,e,1770221672.6518002
up,18,e,1770221672.7457702
down,57,space,1770221672.7850583
up,57,space,1770221672.8629792
down,30,a,1770221672.9050088
up,30,a,1770221672.9960396
down,48,b,1770221673.0149136
up,48,b,1770221673.0958245
down,24,o,1770221673.2108586
up,24,o,1770221673.2928717
down,22,u,1770221673.4070323
up,22,u,1770221673.4926183
down,20,t,1770221673.4926183
up,20,t,1770221673.58923
down,57,space,1770221673.6367726
up,57,space,1770221673.7430422
down,31,s,1770221673.770184
up,31,s,1770221673.8434372
down,18,e,1770221673.9665403
up,18,e,1770221674.0314484
down,18,e,1770221674.1124253
up,18,e,1770221674.1797452
down,50,m,1770221674.1959903
up,50,m,1770221674.2776072
down,57,space,1770221674.3935726
up,57,space,1770221674.4728186
down,34,g,1770221674.5319078
down,24,o,1770221674.631085
up,34,g,1770221674.631085
up,24,o,1770221674.7079587
down,24,o,1770221674.7879255
up,24,o,1770221674.8588586
down,32,d,1770221674.9261408
up,32,d,1770221675.0320594
down,57,space,1770221675.0711577
up,57,space,1770221675.1440966
down,37,k,1770221675.2314694
up,37,k,1770221675.3077955
down,49,n,1770221675.3477373
up,49,n,1770221675.4091136
down,24,o,1770221675.4784513
up,24,o,1770221675.560117
down,17,w,1770221675.6234365
up,17,w,1770221675.6831157
down,57,space,1770221675.7613943
up,57,space,1770221675.8487222
down,30,a,1770221675.8744054
up,30,a,1770221675.9808366
down,20,t,1770221676.1344414
up,20,t,1770221676.187249
down,57,space,1770221676.249459
up,57,space,1770221676.3434806
down,20,t,1770221676.6932905
up,20,t,1770221676.8170466
down,35,h,1770221676.8335106
up,35,h,1770221676.935488
down,30,a,1770221677.054101
up,30,a,1770221677.1663644
down,20,t,1770221677.3464172
up,20,t,1770221677.4183865
down,57,space,1770221677.5093136
up,57,space,1770221677.5801263
down,35,h,1770221677.8001242
up,35,h,1770221677.8772345
down,24,o,1770221678.0169275
up,24,o,1770221678.0978506
down,22,u,1770221678.2052739
up,22,u,1770221678.2663882
down,31,s,1770221678.338894
up,31,s,1770221678.3845282
down,18,e,1770221678.5377746
up,18,e,1770221678.5684295
down,57,space,1770221678.6463878
up,57,space,1770221678.7345884
down,32,d,1770221679.2136447
up,32,d,1770221679.363575
down,18,e,1770221679.3926713
up,18,e,1770221679.5283816
down,47,v,1770221679.5941556
up,47,v,1770221679.7006817
down,18,e,1770221679.7518613
up,18,e,1770221679.8634784
down,38,l,1770221679.870284
up,38,l,1770221679.9527657
down,24,o,1770221680.0387979
up,24,o,1770221680.1162038
down,25,p,1770221680.2140012
up,25,p,1770221680.2707443
down,57,space,1770221680.3892255
up,57,space,1770221680.4584892
down,50,m,1770221680.5546691
up,50,m,1770221680.6144643
down,22,u,1770221680.7436712
up,22,u,1770221680.8112473
down,31,s,1770221680.9018967
up,31,s,1770221680.9883132
down,20,t,1770221681.2409937
up,20,t,1770221681.337787
down,57,space,1770221681.4920425
up,57,space,1770221681.5721102
down,20,t,1770221681.8566062
up,20,t,1770221681.9621472
down,35,h,1770221681.9790237
up,35,h,1770221682.0555537
down,30,a,1770221682.1285622
down,20,t,1770221682.2388709
up,30,a,1770221682.2469842
up,20,t,1770221682.3051455
down,57,space,1770221682.4061399
up,57,space,1770221682.5158393
down,31,s,1770221682.5158393
up,31,s,1770221682.5769582
down,35,h,1770221682.6082816
up,35,h,1770221682.702645
down,18,e,1770221682.706259
up,18,e,1770221682.7824397
down,57,space,1770221682.8392062
down,17,w,1770221682.886511
up,57,space,1770221682.9077642
up,17,w,1770221682.9529824
down,35,h,1770221683.0050015
down,18,e,1770221683.0373275
up,35,h,1770221683.090445
up,18,e,1770221683.1068287
down,19,r,1770221683.1829376
up,19,r,1770221683.2621403
down,18,e,1770221683.3458908
down,57,space,1770221683.3904023
up,18,e,1770221683.4100873
up,57,space,1770221683.4566984
down,25,p,1770221683.57117
down,18,e,1770221683.6234663
up,25,p,1770221683.6569595
up,18,e,1770221683.6745527
down,19,r,1770221683.7617602
up,19,r,1770221683.8375225
down,31,s,1770221684.0030313
down,24,o,1770221684.0909343
up,31,s,1770221684.0909343
up,24,o,1770221684.173792
down,49,n,1770221684.2426362
up,49,n,1770221684.3024912
down,57,space,1770221684.4465182
up,57,space,1770221684.4912279
down,38,l,1770221684.640474
up,38,l,1770221684.7083771
down,23,i,1770221684.8200345
up,23,i,1770221684.8755233
down,20,t,1770221684.8755233
up,20,t,1770221684.9429414
down,20,t,1770221685.0293272
up,20,t,1770221685.1073737
down,38,l,1770221685.1325123
up,38,l,1770221685.2181273
down,18,e,1770221685.2728128
up,18,e,1770221685.3244195
down,57,space,1770221685.3593335
up,57,space,1770221685.448595
down,22,u,1770221685.5430312
up,22,u,1770221685.6730237
down,31,s,1770221685.6730237
up,31,s,1770221685.7411313
down,18,e,1770221685.8419416
up,18,e,1770221685.9089236
down,57,space,1770221685.959864
up,57,space,1770221686.043883
down,34,g,1770221686.3985162
up,34,g,1770221686.477418
down,18,e,1770221686.613041
up,18,e,1770221686.6827478
down,49,n,1770221686.9800851
up,49,n,1770221687.0944018
down,18,e,1770221687.1651556
up,18,e,1770221687.220513
down,19,r,1770221687.3688755
up,19,r,1770221687.4564521
down,30,a,1770221687.6161754
down,38,l,1770221687.7292259
up,30,a,1770221687.7292259
up,38,l,1770221687.8116632
down,57,space,1770221687.9373856
up,57,space,1770221687.9944491
down,23,i,1770221688.08851
up,23,i,1770221688.1115794
down,49,n,1770221688.1782227
up,49,n,1770221688.261526
down,20,t,1770221688.360162
up,20,t,1770221688.4559329
down,24,o,1770221688.5202157
up,24,o,1770221688.6079872
down,57,space,1770221688.780608
up,57,space,1770221688.9133327
down,33,f,1770221690.531293
up,33,f,1770221690.6137793
down,30,a,1770221691.0263019
up,30,a,1770221691.1496718
down,46,c,1770221691.257571
up,46,c,1770221691.3453891
down,18,e,1770221691.4773655
up,18,e,1770221691.5827167
down,14,backspace,1770221691.855586
up,14,backspace,1770221691.933552
down,20,t,1770221691.9880116
up,20,t,1770221692.0839782
down,57,space,1770221692.1458914
up,57,space,1770221692.22544
down,49,n,1770221692.3140292
up,49,n,1770221692.3878624
down,18,e,1770221692.4298973
up,18,e,1770221692.4979293
down,47,v,1770221692.5509079
up,47,v,1770221692.6300058
down,18,e,1770221692.6853497
up,18,e,1770221692.7469478
down,19,r,1770221692.8202746
down,57,space,1770221692.9170818
up,19,r,1770221692.9170818
up,57,space,1770221693.000948
down,30,a,1770221693.0920918
down,57,space,1770221693.200565
up,30,a,1770221693.200565
up,57,space,1770221693.2699652
down,48,b,1770221693.3883038
up,48,b,1770221693.4684165
down,18,e,1770221693.4684165
up,18,e,1770221693.5288236
down,33,f,1770221693.636258
up,33,f,1770221693.7180612
down,24,o,1770221693.7506819
up,24,o,1770221693.8290355
down,19,r,1770221693.8611429
up,19,r,1770221693.941622
down,18,e,1770221694.0487766
up,18,e,1770221694.099448
down,57,space,1770221694.1699746
up,57,space,1770221694.2020388
down,46,c,1770221694.4180002
down,35,h,1770221694.518767
up,46,c,1770221694.518767
up,35,h,1770221694.6023657
down,23,i,1770221694.7002156
up,23,i,1770221694.7799587
down,38,l,1770221694.9161477
up,38,l,1770221694.985468
down,32,d,1770221695.0362153
up,32,d,1770221695.150134
down,57,space,1770221695.1997042
up,57,space,1770221695.2696738
down,31,s,1770221695.3977199
down,35,h,1770221695.5029764
up,31,s,1770221695.5029764
up,35,h,1770221695.529641
down,18,e,1770221695.6186898
up,18,e,1770221695.7045481
down,57,space,1770221695.7389004
up,57,space,1770221695.811793
down,17,w,1770221695.8368986
up,17,w,1770221695.9169705
down,24,o,1770221695.937829
up,24,o,1770221696.0171707
down,19,r,1770221696.0616422
up,19,r,1770221696.150787
down,38,l,1770221696.1709793
up,38,l,1770221696.252324
down,32,d,1770221696.3675776
up,32,d,1770221696.4714313
down,57,space,1770221696.528235
up,57,space,1770221696.6143384
down,48,b,1770221696.8854644
up,48,b,1770221696.9720542
down,18,e,1770221697.0056112
up,18,e,1770221697.1392376
down,33,f,1770221697.251969
up,33,f,1770221697.3693507
down,24,o,1770221697.4275038
down,19,r,1770221697.503811
up,24,o,1770221697.5220385
up,19,r,1770221697.5890357
down,18,e,1770221697.7052796
up,18,e,1770221697.7735431
down,57,space,1770221697.8043382
up,57,space,1770221697.8750663
down,25,p,1770221698.0278006
up,25,p,1770221698.0899396
down,18,e,1770221698.0899396
up,18,e,1770221698.2061162
down,24,o,1770221698.2261465
up,24,o,1770221698.3750973
down,25,p,1770221698.4121826
up,25,p,1770221698.5726063
down,38,l,1770221698.6000714
up,38,l,1770221698.66181
down,18,e,1770221698.6993232
up,18,e,1770221698.8278444
down,57,space,1770221698.852309
up,57,space,1770221698.9305513
down,33,f,1770221698.9736485
up,33,f,1770221699.0902805
down,24,o,1770221699.2641964
up,24,o,1770221699.3250806
down,19,r,1770221699.424852
down,50,m,1770221699.5377584
up,19,r,1770221699.5377584
up,50,m,1770221699.5911968
down,57,space,1770221699.7306337
up,57,space,1770221699.7740717
down,49,n,1770221699.8751302
up,49,n,1770221699.9431772
down,30,a,1770221699.9850395
up,30,a,1770221700.082193
down,20,t,1770221700.2426927
down,23,i,1770221700.311023
up,20,t,1770221700.3527884
up,23,i,1770221700.3921514
down,24,o,1770221700.478717
up,24,o,1770221700.5558944
down,49,n,1770221700.5987716
up,49,n,1770221700.6587336
down,57,space,1770221700.7993307
up,57,space,1770221700.8587139
down,20,t,1770221700.9386866
down,35,h,1770221701.0307524
up,20,t,1770221701.0307524
up,35,h,1770221701.0920935
down,19,r,1770221701.166251
down,24,o,1770221701.2541177
up,19,r,1770221701.256362
up,24,o,1770221701.3230288
down,22,u,1770221701.455856
up,22,u,1770221701.5498576
down,34,g,1770221701.713809
down,35,h,1770221701.845679
up,34,g,1770221701.847267
up,35,h,1770221701.9284682
down,57,space,1770221702.1422606
up,57,space,1770221702.2195392
down,24,o,1770221702.385494
up,24,o,1770221702.4556432
down,25,p,1770221702.57198
up,25,p,1770221702.6580677
down,18,e,1770221702.6914494
up,18,e,1770221702.7697926
down,49,n,1770221702.7950149
up,49,n,1770221702.8614104
down,57,space,1770221702.980203
up,57,space,1770221703.0402446
down,38,l,1770221703.1611388
up,38,l,1770221703.2588475
down,23,i,1770221703.377082
up,23,i,1770221703.4408443
down,37,k,1770221703.5776033
up,37,k,1770221703.64579
down,18,e,1770221703.6923308
down,57,space,1770221703.8052993
up,18,e,1770221703.8052993
up,57,space,1770221703.8630426
down,35,h,1770221703.9411469
up,35,h,1770221704.0302258
down,30,a,1770221704.0870984
down,47,v,1770221704.1628761
up,30,a,1770221704.1965766
up,47,v,1770221704.2626204
down,18,e,1770221704.3275392
up,18,e,1770221704.407119
down,57,space,1770221704.4388666
up,57,space,1770221704.4866216
down,25,p,1770221704.6531835
up,25,p,1770221704.724211
down,22,u,1770221704.8490698
up,22,u,1770221704.940179
down,48,b,1770221705.0369337
up,48,b,1770221705.1145308
down,38,l,1770221705.6650503
up,38,l,1770221705.7483165
down,23,i,1770221705.881507
up,23,i,1770221705.9410334
down,46,c,1770221706.0805254
up,46,c,1770221706.178327
down,57,space,1770221706.2833116
up,57,space,1770221706.329443
down,17,w,1770221706.7458885
up,17,w,1770221706.7825677
down,24,o,1770221706.8625062
up,24,o,1770221706.9505816
down,19,r,1770221707.002846
up,19,r,1770221707.082297
down,37,k,1770221707.1348014
up,37,k,1770221707.200597
down,57,space,1770221707.4095008
up,57,space,1770221707.4787621
down,24,o,1770221707.6146007
up,24,o,1770221707.6666732
down,19,r,1770221707.6666732
